BAL_visit_0.3,BE_visit_0.3,BAL_eos_0.1,BE_eos_0.1,BAL_neut_0.1,BAL_feno_0.1,BE_feno_0.1
CFAP97,,,,,,
RSAD1,,,,,,
DNMBP,,,,,,
LDOC1,,,,,,
ZNF619,,,,,,
RPUSD1,,,,,,
SIGLEC11,,,,,,
SLC45A4,,,,,,
DNAJC9,,,,,,
PAX9,,,,,,
ARHGEF38,,,,,,
GLA,,,,,,
TM4SF1,,,,,,
C2orf50,,,,,,
CRY2,,,,,,
FNBP1L,,,,,,
PEX12,,,,,,
PPIB,,,,,,
CD6,,,,,,
NCKAP1,,,,,,
CYTH4,,,,,,
APH1B,,,,,,
AURKAIP1,,,,,,
CDC42EP4,,,,,,
C16orf54,,,,,,
TIAF1,,,,,,
ACTR3,,,,,,
CRY1,,,,,,
HLTF,,,,,,
PHF20L1,,,,,,
WHSC1L1,,,,,,
SECISBP2L,,,,,,
CHRNE,,,,,,
FADS1,,,,,,
CASP7,,,,,,
WNT5B,,,,,,
MAPK10,,,,,,
DZIP3,,,,,,
SETBP1,,,,,,
MAP3K14,,,,,,
FAM212A,,,,,,
PSAP,,,,,,
BEND7,,,,,,
ME3,,,,,,
ZWILCH,,,,,,
C2CD5,,,,,,
ZXDB,,,,,,
FAM117B,,,,,,
GGA1,,,,,,
MOB1B,,,,,,
UFL1,,,,,,
DYDC1,,,,,,
SBNO1,,,,,,
GIPR,,,,,,
MON1B,,,,,,
EOMES,,,,,,
PAK4,,,,,,
MFSD7,,,,,,
TBL2,,,,,,
NLRP3,,,,,,
TCOF1,,,,,,
FBXO15,,,,,,
SOD2,,,,,,
C12orf74,,,,,,
INO80C,,,,,,
LUC7L,,,,,,
PIK3C2B,,,,,,
TPGS2,,,,,,
MPHOSPH6,,,,,,
MTERF2,,,,,,
MIDN,,,,,,
ADRA2A,,,,,,
CNP,,,,,,
GGT6,,,,,,
GNA14,,,,,,
PLA2G6,,,,,,
FAM189B,,,,,,
ZNF768,,,,,,
SUGP1,,,,,,
IRX2,,,,,,
MT1F,,,,,,
TRAT1,,,,,,
KIF3A,,,,,,
GMNN,,,,,,
RASSF8,,,,,,
TPI1,,,,,,
WDR47,,,,,,
LIN7A,,,,,,
RNF19A,,,,,,
C16orf71,,,,,,
ALAD,,,,,,
LGALS3,,,,,,
NAA20,,,,,,
RGS9,,,,,,
DPYD,,,,,,
MS4A6E,,,,,,
HOXA9,,,,,,
RPL22,,,,,,
FAM228B,,,,,,
SCAMP2,,,,,,
LIME1,,,,,,
LTB4R,,,,,,
CLEC12A,,,,,,
KRT85,,,,,,
PKN1,,,,,,
NFRKB,,,,,,
FAM162A,,,,,,
DIP2B,,,,,,
MOK,,,,,,
SSB,,,,,,
CLEC16A,,,,,,
RMND1,,,,,,
MFSD9,,,,,,
HIATL1,,,,,,
SCML1,,,,,,
SPATA12,,,,,,
TRUB1,,,,,,
FBXL19,,,,,,
ZNF665,,,,,,
CDK9,,,,,,
CEPT1,,,,,,
ZNF439,,,,,,
SETD8,,,,,,
TJP3,,,,,,
GRAMD1B,,,,,,
MT-ND4,,,,,,
NR1D1,,,,,,
ZBTB47,,,,,,
TRAIP,,,,,,
BEAN1,,,,,,
FAM21A,,,,,,
AOAH,,,,,,
CCDC132,,,,,,
IQUB,,,,,,
BTBD9,,,,,,
CDK19,,,,,,
KCNA10,,,,,,
LILRB1,,,,,,
CCDC89,,,,,,
ZNF76,,,,,,
GRAMD1A,,,,,,
LEMD2,,,,,,
ARF6,,,,,,
SMIM6,,,,,,
PDK1,,,,,,
FAM168A,,,,,,
SLC2A11,,,,,,
C14orf159,,,,,,
CD33,,,,,,
UCHL1,,,,,,
RPP38,,,,,,
TSLP,,,,,,
P2RX6,,,,,,
TNFSF13B,,,,,,
TMEM5,,,,,,
SRD5A2,,,,,,
SPG21,,,,,,
RABL2B,,,,,,
LRRC26,,,,,,
SMIM12,,,,,,
XPOT,,,,,,
TTLL1,,,,,,
PMS1,,,,,,
PHF5A,,,,,,
RAB14,,,,,,
SSPN,,,,,,
CSF2RA,,,,,,
SMIM19,,,,,,
MARCO,,,,,,
IGF2BP2,,,,,,
FSD2,,,,,,
LRIG1,,,,,,
SLC13A4,,,,,,
SIKE1,,,,,,
INPP5A,,,,,,
MEGF6,,,,,,
NLRP1,,,,,,
GGNBP2,,,,,,
KLHDC4,,,,,,
CAPN9,,,,,,
GAREML,,,,,,
APOC1,,,,,,
OIP5,,,,,,
NUP62CL,,,,,,
WNT2B,,,,,,
C20orf202,,,,,,
C1orf141,,,,,,
FBXL6,,,,,,
CIAO1,,,,,,
WDR64,,,,,,
CCL23,,,,,,
ADPRH,,,,,,
ADGRG6,,,,,,
ZFAT,,,,,,
TSHZ2,,,,,,
SMIM22,,,,,,
TPM1,,,,,,
KLHDC1,,,,,,
JAZF1,,,,,,
EBPL,,,,,,
OTOF,,,,,,
SYNGR2,,,,,,
NISCH,,,,,,
FBXO36,,,,,,
OR1L8,,,,,,
UBE2Z,,,,,,
DAW1,,,,,,
PCP2,,,,,,
UBE2M,,,,,,
ESPL1,,,,,,
B9D1,,,,,,
TTC34,,,,,,
ZNF16,,,,,,
CCL28,,,,,,
LAPTM4B,,,,,,
TOR1B,,,,,,
C1orf116,,,,,,
EXOC5,,,,,,
RFPL4A,,,,,,
SP4,,,,,,
TRIM29,,,,,,
AGK,,,,,,
PSMC5,,,,,,
ZBTB45,,,,,,
C1QB,,,,,,
FAM127C,,,,,,
DSCC1,,,,,,
MLKL,,,,,,
HNRNPA0,,,,,,
TOR4A,,,,,,
ZFP2,,,,,,
ERAP1,,,,,,
NAE1,,,,,,
TOMM20,,,,,,
METTL2B,,,,,,
BZW2,,,,,,
TNF,,,,,,
CPEB4,,,,,,
SLC35F2,,,,,,
ZNF511,,,,,,
TSGA10IP,,,,,,
PTPDC1,,,,,,
KRT79,,,,,,
CCDC6,,,,,,
RGS10,,,,,,
SFTA2,,,,,,
ANKLE1,,,,,,
CASP4,,,,,,
CD151,,,,,,
POLR3D,,,,,,
NARF,,,,,,
ACOT1,,,,,,
SKI,,,,,,
TTLL6,,,,,,
ZNF518B,,,,,,
MEX3B,,,,,,
PLEKHA8,,,,,,
TNRC6B,,,,,,
RAVER1,,,,,,
IPO8,,,,,,
SELPLG,,,,,,
PNMA6A,,,,,,
KCNE3,,,,,,
LRRC46,,,,,,
OMG,,,,,,
BCAP29,,,,,,
DNAJC30,,,,,,
TP53INP1,,,,,,
SLC38A6,,,,,,
TPT1,,,,,,
ELL,,,,,,
DERL1,,,,,,
ODF3L1,,,,,,
SMC2,,,,,,
RNF145,,,,,,
POLR2J2,,,,,,
ATP11B,,,,,,
EIF3B,,,,,,
IKZF4,,,,,,
CD274,,,,,,
TAB2,,,,,,
ORC4,,,,,,
CIB2,,,,,,
TMEM176B,,,,,,
MYH9,,,,,,
MMGT1,,,,,,
NEO1,,,,,,
C1QC,,,,,,
STAU1,,,,,,
BDKRB2,,,,,,
DOK7,,,,,,
MT1G,,,,,,
PDE4A,,,,,,
AP5B1,,,,,,
RTKN,,,,,,
BCL11B,,,,,,
FKBP15,,,,,,
NADSYN1,,,,,,
SEMA3B,,,,,,
CTSZ,,,,,,
TMEM109,,,,,,
ARFGAP3,,,,,,
TEKT3,,,,,,
TUBGCP5,,,,,,
FABP5,,,,,,
ADAP1,,,,,,
ZNF215,,,,,,
ALDH7A1,,,,,,
PAX8,,,,,,
NF2,,,,,,
POLK,,,,,,
ZNF366,,,,,,
GBP7,,,,,,
ZNF777,,,,,,
SEC23A,,,,,,
DNAJC19,,,,,,
MSH6,,,,,,
KPNA3,,,,,,
AKAP1,,,,,,
DNAH2,,,,,,
TUB,,,,,,
ARHGAP27,,,,,,
CREBRF,,,,,,
DLGAP2,,,,,,
PSCA,,,,,,
NHLRC4,,,,,,
ST18,,,,,,
ADD3,,,,,,
TIMP4,,,,,,
C4orf46,,,,,,
ANK1,,,,,,
EFHD2,,,,,,
CCNB3,,,,,,
PALLD,,,,,,
GABARAPL2,,,,,,
MRPL37,,,,,,
IFT22,,,,,,
NIPSNAP3A,,,,,,
CTNNAL1,,,,,,
MFAP4,,,,,,
PWWP2B,,,,,,
PROB1,,,,,,
AGAP2,,,,,,
DNAJC8,,,,,,
CNNM3,,,,,,
WFS1,,,,,,
SCAF8,,,,,,
JADE1,,,,,,
ISCU,,,,,,
PPP2CB,,,,,,
C10orf82,,,,,,
TMEM54,,,,,,
UBE2V2,,,,,,
ZKSCAN8,,,,,,
PNPO,,,,,,
CXCL1,,,,,,
ZNF280D,,,,,,
BAG4,,,,,,
VPS45,,,,,,
MT-CO2,,,,,,
TOP2B,,,,,,
EFCAB13,,,,,,
OR3A1,,,,,,
SCGB3A2,,,,,,
FAM127B,,,,,,
METTL25,,,,,,
ENTPD6,,,,,,
ACY3,,,,,,
IPO9,,,,,,
LY75,,,,,,
KCNJ13,,,,,,
TMEM37,,,,,,
MAFK,,,,,,
GNE,,,,,,
SLPI,,,,,,
SIMC1,,,,,,
ARHGEF1,,,,,,
C1orf101,,,,,,
RASAL2,,,,,,
COG1,,,,,,
ZDHHC8,,,,,,
E2F5,,,,,,
RAB30,,,,,,
BEST1,,,,,,
NR4A1,,,,,,
NAT6,,,,,,
TMEM126B,,,,,,
PAK2,,,,,,
LYPLA2,,,,,,
STXBP2,,,,,,
ERN2,,,,,,
CHST12,,,,,,
CD5L,,,,,,
H6PD,,,,,,
GTF2H3,,,,,,
GAS7,,,,,,
PIGP,,,,,,
UBA3,,,,,,
CRYL1,,,,,,
SYNM,,,,,,
CHST6,,,,,,
HSPA6,,,,,,
DNAJC1,,,,,,
NAIP,,,,,,
DPY30,,,,,,
RNF41,,,,,,
BAIAP2,,,,,,
PIK3IP1,,,,,,
NLN,,,,,,
IKBIP,,,,,,
PPM1H,,,,,,
NRP2,,,,,,
USH1C,,,,,,
PLCG1,,,,,,
PFDN5,,,,,,
TRIL,,,,,,
GMPR,,,,,,
CLEC9A,,,,,,
KDM4A,,,,,,
KIAA1549,,,,,,
ZNF808,,,,,,
FRS3,,,,,,
ZC3H13,,,,,,
RAD21,,,,,,
KCNJ16,,,,,,
TTI2,,,,,,
UBE2S,,,,,,
B3GNT9,,,,,,
ZFAND2A,,,,,,
MT-ND3,,,,,,
BCO2,,,,,,
RNGTT,,,,,,
RCSD1,,,,,,
INADL,,,,,,
MANEA,,,,,,
TMEM132A,,,,,,
BLCAP,,,,,,
LIPT2,,,,,,
ZNF382,,,,,,
UGCG,,,,,,
DPY19L4,,,,,,
CNGA4,,,,,,
BBS1,,,,,,
ZNF410,,,,,,
ERLIN1,,,,,,
RNF207,,,,,,
EXOC1,,,,,,
BRWD3,,,,,,
BATF2,,,,,,
REM2,,,,,,
AMZ2,,,,,,
GID4,,,,,,
CMPK1,,,,,,
SLC9A1,,,,,,
FUT1,,,,,,
ACSM1,,,,,,
ETS2,,,,,,
TNFRSF10A,,,,,,
C10orf32,,,,,,
FAM118B,,,,,,
VAMP5,,,,,,
AP5Z1,,,,,,
CCND1,,,,,,
FAM222B,,,,,,
HLA-DQB2,,,,,,
C3orf33,,,,,,
RBFOX2,,,,,,
IREB2,,,,,,
NT5C3A,,,,,,
MTUS2,,,,,,
TBC1D32,,,,,,
SOCS4,,,,,,
DIP2A,,,,,,
FUT8,,,,,,
MAN2C1,,,,,,
IMPDH2,,,,,,
SLC52A2,,,,,,
MAML3,,,,,,
ETAA1,,,,,,
CDKL5,,,,,,
AMICA1,,,,,,
MRPL45,,,,,,
RASSF6,,,,,,
MTCH1,,,,,,
PDCD1,,,,,,
FSD1L,,,,,,
SLC22A5,,,,,,
TMX3,,,,,,
TTC39A,,,,,,
ACD,,,,,,
EYA4,,,,,,
PDXP,,,,,,
PLIN2,,,,,,
KRT78,,,,,,
NIT2,,,,,,
PCYT1A,,,,,,
PTBP2,,,,,,
HEBP1,,,,,,
ERO1L,,,,,,
XAF1,,,,,,
ST13,,,,,,
RGPD8,,,,,,
KY,,,,,,
S100A2,,,,,,
PHF7,,,,,,
RPUSD2,,,,,,
CNKSR1,,,,,,
RASEF,,,,,,
CCT6A,,,,,,
ARID2,,,,,,
PRRC2C,,,,,,
IFT43,,,,,,
TMEM209,,,,,,
LAMTOR1,,,,,,
PRF1,,,,,,
DTWD2,,,,,,
SNIP1,,,,,,
DOPEY2,,,,,,
AMOTL2,,,,,,
PALMD,,,,,,
WNT6,,,,,,
AASDHPPT,,,,,,
ABHD14A,,,,,,
AACS,,,,,,
TBX21,,,,,,
UBB,,,,,,
HIBADH,,,,,,
PPFIBP2,,,,,,
CHEK2,,,,,,
STON1-GTF2A1L,,,,,,
C4BPA,,,,,,
VPS4A,,,,,,
IKZF1,,,,,,
GATA6,,,,,,
RPL17,,,,,,
PNMA5,,,,,,
QSER1,,,,,,
CDK8,,,,,,
ZNF141,,,,,,
KLHL33,,,,,,
DUSP23,,,,,,
SLC1A3,,,,,,
OMA1,,,,,,
CTPS1,,,,,,
STAG3L5P-PVRIG2P-PILRB,,,,,,
C9orf142,,,,,,
PHF11,,,,,,
USPL1,,,,,,
GRHL1,,,,,,
GABPB2,,,,,,
KCNA2,,,,,,
SPATA17,,,,,,
ABHD15,,,,,,
STARD10,,,,,,
DCAF15,,,,,,
SDCBP,,,,,,
TEX30,,,,,,
SUSD1,,,,,,
TTC8,,,,,,
CEBPD,,,,,,
NPIPA1,,,,,,
NAT8L,,,,,,
SNX9,,,,,,
GLTSCR1L,,,,,,
GRAMD3,,,,,,
FZD4,,,,,,
CD3D,,,,,,
ZC3HAV1,,,,,,
PRCC,,,,,,
TTC30B,,,,,,
TEX26,,,,,,
ALG1L,,,,,,
C14orf119,,,,,,
ASGR1,,,,,,
FAM26F,,,,,,
APOL4,,,,,,
GTF2E2,,,,,,
CARD9,,,,,,
MEMO1,,,,,,
TTC26,,,,,,
FCRL2,,,,,,
ANGPT2,,,,,,
ZBTB21,,,,,,
TNKS1BP1,,,,,,
GABBR1,,,,,,
TNFAIP8,,,,,,
RSL24D1,,,,,,
GPAT2,,,,,,
LAMC2,,,,,,
ZNF831,,,,,,
ZNF780B,,,,,,
DDX26B,,,,,,
LRRC8C,,,,,,
KIAA2022,,,,,,
HLA-DMA,,,,,,
FAM124A,,,,,,
C1orf189,,,,,,
FAM120AOS,,,,,,
TMEM53,,,,,,
C1orf27,,,,,,
PPP6R2,,,,,,
PHACTR2,,,,,,
TMEM201,,,,,,
HMSD,,,,,,
ZNF69,,,,,,
SP140,,,,,,
ARHGAP15,,,,,,
SEC11A,,,,,,
EVI2B,,,,,,
ARHGAP29,,,,,,
TTC16,,,,,,
ANXA5,,,,,,
POLR2G,,,,,,
C11orf54,,,,,,
CCDC125,,,,,,
HRASLS2,,,,,,
ATF3,,,,,,
EPM2A,,,,,,
AMY2B,,,,,,
PVRL4,,,,,,
DEPDC4,,,,,,
TMEM213,,,,,,
CAMKK2,,,,,,
TMEM263,,,,,,
MPDZ,,,,,,
G3BP2,,,,,,
NSFL1C,,,,,,
ARR3,,,,,,
PEX2,,,,,,
RRP7A,,,,,,
PHYHD1,,,,,,
BBX,,,,,,
CD37,,,,,,
CYP3A7,,,,,,
GRSF1,,,,,,
PRKAR1B,,,,,,
CREBL2,,,,,,
PIGT,,,,,,
POLR3A,,,,,,
DUSP10,,,,,,
SMAD1,,,,,,
ZCCHC11,,,,,,
DSCR3,,,,,,
RBMS3,,,,,,
APOLD1,,,,,,
TUBB3,,,,,,
SEPT9,,,,,,
C9orf16,,,,,,
ARL5A,,,,,,
CUX2,,,,,,
RANBP1,,,,,,
ZHX3,,,,,,
GGPS1,,,,,,
EIF3H,,,,,,
KSR1,,,,,,
TTLL9,,,,,,
SPATA5L1,,,,,,
PPAN,,,,,,
SERINC5,,,,,,
EFEMP2,,,,,,
RBM14,,,,,,
SMCHD1,,,,,,
PRAM1,,,,,,
STEAP1B,,,,,,
ZNF627,,,,,,
NR4A2,,,,,,
PLXNA2,,,,,,
MRPL44,,,,,,
SCN11A,,,,,,
DGKQ,,,,,,
POLR3C,,,,,,
PTPN23,,,,,,
HEG1,,,,,,
CDR2,,,,,,
TCF20,,,,,,
YIPF4,,,,,,
CNBP,,,,,,
DNA2,,,,,,
TNPO1,,,,,,
SLC15A3,,,,,,
FCF1,,,,,,
PSMD4,,,,,,
ZNF26,,,,,,
CABP7,,,,,,
AFAP1L2,,,,,,
ABLIM1,,,,,,
PCSK7,,,,,,
MUCL1,,,,,,
KRT10,,,,,,
TXNDC11,,,,,,
RGS19,,,,,,
DDX59,,,,,,
ASMTL,,,,,,
COQ10B,,,,,,
DCAF6,,,,,,
STRN3,,,,,,
ENO1,,,,,,
RALGAPA1,,,,,,
H3F3C,,,,,,
BANK1,,,,,,
CXCL11,,,,,,
FAM8A1,,,,,,
RFWD3,,,,,,
MAGED1,,,,,,
MSRB2,,,,,,
AVEN,,,,,,
TXNDC15,,,,,,
SLC24A1,,,,,,
CLPTM1L,,,,,,
ELP5,,,,,,
SMAGP,,,,,,
IFFO1,,,,,,
ZNF213,,,,,,
ZBTB20,,,,,,
PSEN2,,,,,,
HCST,,,,,,
ATXN7L3,,,,,,
FNIP2,,,,,,
RALGPS1,,,,,,
ANGPTL5,,,,,,
CDK20,,,,,,
APEH,,,,,,
ZNF750,,,,,,
GNAI3,,,,,,
KRT12,,,,,,
LRRC10B,,,,,,
DCXR,,,,,,
SEC22C,,,,,,
ZNF35,,,,,,
C9orf171,,,,,,
CCDC28B,,,,,,
CMTM3,,,,,,
POLI,,,,,,
PCSK9,,,,,,
MT3,,,,,,
QPRT,,,,,,
TNFAIP6,,,,,,
ZNF214,,,,,,
USP3,,,,,,
C11orf63,,,,,,
RPN2,,,,,,
RNASEH1,,,,,,
STAT2,,,,,,
FEZ2,,,,,,
CRYBG3,,,,,,
AIM2,,,,,,
SAP18,,,,,,
PQLC2,,,,,,
MXD3,,,,,,
FGF14,,,,,,
RBP1,,,,,,
PUS7L,,,,,,
MTAP,,,,,,
SLC25A12,,,,,,
ENGASE,,,,,,
CHRNA10,,,,,,
SEMA3F,,,,,,
TMCC2,,,,,,
SRGAP3,,,,,,
ERICH2,,,,,,
NACC1,,,,,,
TMEM216,,,,,,
ARMT1,,,,,,
ZNF530,,,,,,
LYG1,,,,,,
SLC44A2,,,,,,
GALNT7,,,,,,
ING4,,,,,,
TLR3,,,,,,
EIF4EBP1,,,,,,
RUNX1,,,,,,
IGFBP4,,,,,,
RRP1,,,,,,
HSD17B8,,,,,,
MGAT4B,,,,,,
KDELR3,,,,,,
PSMA6,,,,,,
ANKDD1A,,,,,,
TNFRSF19,,,,,,
SLC16A1,,,,,,
ZNF566,,,,,,
ATP2B4,,,,,,
N4BP2L1,,,,,,
EFNA4,,,,,,
ZNF185,,,,,,
ZP3,,,,,,
APOBEC4,,,,,,
KIAA1024,,,,,,
C16orf87,,,,,,
EFNB1,,,,,,
PLIN4,,,,,,
NPC1,,,,,,
KCNN3,,,,,,
MAP2,,,,,,
MAP1LC3B,,,,,,
UBE2L6,,,,,,
LILRB5,,,,,,
SPIRE1,,,,,,
ITPR3,,,,,,
IDNK,,,,,,
GNA12,,,,,,
DYRK4,,,,,,
NFIB,,,,,,
TM6SF1,,,,,,
ANKRD46,,,,,,
FBXO7,,,,,,
ASPM,,,,,,
DUOXA1,,,,,,
ACP2,,,,,,
CPNE1,,,,,,
TMEM38A,,,,,,
BLOC1S6,,,,,,
NR2F2,,,,,,
COPS3,,,,,,
PPP1R13B,,,,,,
MIIP,,,,,,
ABCA7,,,,,,
RGP1,,,,,,
EXOC7,,,,,,
TCAP,,,,,,
TAPT1,,,,,,
IFT52,,,,,,
ZNF134,,,,,,
TMBIM4,,,,,,
DPH7,,,,,,
SEC16A,,,,,,
PROSER2,,,,,,
TMC4,,,,,,
UBE2I,,,,,,
KIAA1211L,,,,,,
METTL9,,,,,,
SET,,,,,,
M6PR,,,,,,
FAM3D,,,,,,
TPM2,,,,,,
RNF139,,,,,,
POLRMT,,,,,,
XIAP,,,,,,
ACTR1A,,,,,,
PIAS1,,,,,,
ANKRD26,,,,,,
CCDC117,,,,,,
ZNF341,,,,,,
CEP295NL,,,,,,
SAP130,,,,,,
PLEKHF1,,,,,,
TCEAL1,,,,,,
ATXN2,,,,,,
ZNF496,,,,,,
HS6ST1,,,,,,
HACD2,,,,,,
SRP72,,,,,,
PBDC1,,,,,,
LCMT2,,,,,,
TMEM234,,,,,,
CCDC68,,,,,,
ALDH16A1,,,,,,
PRRT3,,,,,,
TNFSF10,,,,,,
PDLIM5,,,,,,
TMCO2,,,,,,
GPR142,,,,,,
SMTN,,,,,,
BRPF1,,,,,,
ANPEP,,,,,,
SRC,,,,,,
CDH2,,,,,,
SPIN1,,,,,,
METTL21A,,,,,,
PPM1N,,,,,,
FAM198A,,,,,,
ABCD2,,,,,,
ST6GALNAC1,,,,,,
TOM1,,,,,,
TMPRSS11E,,,,,,
ZNF354B,,,,,,
CALCR,,,,,,
ZNF101,,,,,,
TMED5,,,,,,
CABP4,,,,,,
PLGRKT,,,,,,
ABI2,,,,,,
QTRT1,,,,,,
PLXDC2,,,,,,
SERPINB11,,,,,,
ARHGAP18,,,,,,
TADA2B,,,,,,
TMEM217,,,,,,
P2RX1,,,,,,
CHMP3,,,,,,
VWF,,,,,,
AMFR,,,,,,
TSPAN31,,,,,,
SMPD1,,,,,,
PATZ1,,,,,,
ANXA8,,,,,,
ZNF569,,,,,,
FAM168B,,,,,,
RNF122,,,,,,
FGR,,,,,,
CLEC1B,,,,,,
MSTO1,,,,,,
PDGFD,,,,,,
DSC2,,,,,,
SH3GLB1,,,,,,
TPBG,,,,,,
ZNF146,,,,,,
OSTC,,,,,,
S100P,,,,,,
NR2C1,,,,,,
GLRX,,,,,,
PACSIN2,,,,,,
MUTYH,,,,,,
MARC2,,,,,,
MAD1L1,,,,,,
LEPR,,,,,,
NUDT6,,,,,,
PSMC6,,,,,,
RLF,,,,,,
DHX9,,,,,,
SLC22A23,,,,,,
PDF,,,,,,
ZC3H12A,,,,,,
LAPTM4A,,,,,,
PHOSPHO2,,,,,,
KBTBD8,,,,,,
PTMA,,,,,,
HOXC4,,,,,,
ZNF592,,,,,,
NCOA7,,,,,,
METTL10,,,,,,
AKAP17A,,,,,,
NDUFA10,,,,,,
TCTEX1D1,,,,,,
FAM222A,,,,,,
KCTD11,,,,,,
CISD1,,,,,,
APOD,,,,,,
RAD1,,,,,,
C2orf73,,,,,,
GMPS,,,,,,
STK35,,,,,,
SCARF2,,,,,,
ROGDI,,,,,,
CTH,,,,,,
PTCHD4,,,,,,
RALGPS2,,,,,,
DEF8,,,,,,
EMC6,,,,,,
SLC27A5,,,,,,
VPS39,,,,,,
NRXN3,,,,,,
FAM174A,,,,,,
DNAH6,,,,,,
SASS6,,,,,,
MTHFD1,,,,,,
ZNF586,,,,,,
NUDT5,,,,,,
HERC1,,,,,,
DDX47,,,,,,
TRIOBP,,,,,,
SAAL1,,,,,,
ZNF788,,,,,,
OSCP1,,,,,,
ZNF835,,,,,,
ZNF525,,,,,,
PER3,,,,,,
ITFG2,,,,,,
CKLF,,,,,,
AKT1S1,,,,,,
ZNF224,,,,,,
SMYD4,,,,,,
SUPT16H,,,,,,
HP1BP3,,,,,,
ERCC6,,,,,,
JAKMIP2,,,,,,
ARMC6,,,,,,
MPV17L2,,,,,,
KIAA1841,,,,,,
EFEMP1,,,,,,
MYO1D,,,,,,
OTUD7A,,,,,,
NTN1,,,,,,
ANKHD1,,,,,,
MEX3C,,,,,,
RHBDD3,,,,,,
BTLA,,,,,,
NPM3,,,,,,
ZNF610,,,,,,
NUDT12,,,,,,
KRT1,,,,,,
SLC9A5,,,,,,
DHDDS,,,,,,
MOB3B,,,,,,
METAP1D,,,,,,
TIMM9,,,,,,
MAP3K8,,,,,,
PRB3,,,,,,
CNOT11,,,,,,
ILF2,,,,,,
HLA-DMB,,,,,,
NIPAL3,,,,,,
HDAC4,,,,,,
N4BP2,,,,,,
PDE8B,,,,,,
TMCC1,,,,,,
PRR15,,,,,,
EML3,,,,,,
SUV39H2,,,,,,
EFR3A,,,,,,
GNB4,,,,,,
CDC14A,,,,,,
ITGA3,,,,,,
IL23R,,,,,,
DNAAF3,,,,,,
SUV420H2,,,,,,
COX19,,,,,,
ANO9,,,,,,
BCS1L,,,,,,
ZNF221,,,,,,
CAMK2D,,,,,,
TSHR,,,,,,
PNOC,,,,,,
FCRL1,,,,,,
VARS2,,,,,,
WDR27,,,,,,
SLIT1,,,,,,
MAF,,,,,,
ZNF551,,,,,,
ZNF785,,,,,,
SMIM4,,,,,,
SMIM20,,,,,,
NCAPD2,,,,,,
TSPAN8,,,,,,
AGBL3,,,,,,
CNR1,,,,,,
SEMA3C,,,,,,
SERPINB3,,,,,,
TTC23,,,,,,
RBM11,,,,,,
NMRK1,,,,,,
HSPG2,,,,,,
PPARGC1B,,,,,,
MTMR6,,,,,,
SPINT2,,,,,,
FZD3,,,,,,
MTMR10,,,,,,
NINJ2,,,,,,
BBS4,,,,,,
HADHB,,,,,,
GIMAP2,,,,,,
BAIAP3,,,,,,
ATXN7L1,,,,,,
SH2D2A,,,,,,
E2F4,,,,,,
PCGF1,,,,,,
IQCH,,,,,,
HIST1H2BF,,,,,,
CERS6,,,,,,
SREBF1,,,,,,
ZNF570,,,,,,
PRKAG1,,,,,,
MED12L,,,,,,
HNRNPF,,,,,,
XCR1,,,,,,
FAM71F2,,,,,,
KIAA0100,,,,,,
CASP2,,,,,,
ERCC8,,,,,,
STAU2,,,,,,
GNL1,,,,,,
SLIT3,,,,,,
FAM219A,,,,,,
GEMIN8,,,,,,
GOLGA2,,,,,,
CYP39A1,,,,,,
SRSF8,,,,,,
ST5,,,,,,
CHI3L1,,,,,,
CIC,,,,,,
PSME4,,,,,,
ZFPM1,,,,,,
MED6,,,,,,
SPAG4,,,,,,
CCDC65,,,,,,
METTL5,,,,,,
RPL31,,,,,,
IFIH1,,,,,,
MED28,,,,,,
NBPF14,,,,,,
ITGA4,,,,,,
PIGN,,,,,,
SLC44A3,,,,,,
SIRPA,,,,,,
UNKL,,,,,,
RAF1,,,,,,
SFXN5,,,,,,
BDH2,,,,,,
EMP3,,,,,,
MED8,,,,,,
KIT,,,,,,
USP45,,,,,,
COLCA2,,,,,,
ZNF865,,,,,,
SLC9B2,,,,,,
EDN1,,,,,,
BRD3,,,,,,
RPS20,,,,,,
DRAM1,,,,,,
GRIN2D,,,,,,
ARIH2OS,,,,,,
C8A,,,,,,
SFR1,,,,,,
BTBD18,,,,,,
KLHL30,,,,,,
N4BP3,,,,,,
MYO5B,,,,,,
ZNF620,,,,,,
XKR9,,,,,,
SYN1,,,,,,
SDHAF3,,,,,,
IRF9,,,,,,
FBXO16,,,,,,
FAM195A,,,,,,
TOP3B,,,,,,
PTGFR,,,,,,
ANKRD40,,,,,,
LRRC74A,,,,,,
ARHGEF12,,,,,,
KDELR2,,,,,,
GLYCTK,,,,,,
NUTM1,,,,,,
MC1R,,,,,,
ADAM9,,,,,,
GRB7,,,,,,
PSMC4,,,,,,
BMP6,,,,,,
FTSJ3,,,,,,
GLUL,,,,,,
PCIF1,,,,,,
ANKRD11,,,,,,
LRRC27,,,,,,
STK19,,,,,,
CCDC142,,,,,,
TIGD1,,,,,,
KHSRP,,,,,,
NFKBIZ,,,,,,
C1orf109,,,,,,
CDCA7,,,,,,
KANK1,,,,,,
COG5,,,,,,
NUP160,,,,,,
TMEM141,,,,,,
HECTD3,,,,,,
ZBTB18,,,,,,
NSMCE4A,,,,,,
FBXO43,,,,,,
ARID5A,,,,,,
ZNF77,,,,,,
OAS3,,,,,,
PIGA,,,,,,
TRA2B,,,,,,
DHX29,,,,,,
HERC4,,,,,,
PHF21A,,,,,,
